Title,URL,Genre,Plays,Plays for sorting,Publish Date
Soccer Dash,https://www.youtube.com/playables/Ugkx7rcdn18n1zn6Ly1iDfN8DFddAP_qxYiC,Sport,6.5 million plays,6500000,17 Sept 2025
Tower Crash 3D,https://www.youtube.com/playables/UgkxEyXhlGYRzXZ-PHjVq5a6nSlRhFRYJIYk,Action,6.4 million plays,6400000,28 Jan 2025
Carrom Clash,https://www.youtube.com/playables/UgkxluYt1LEffJ0QagvP4KyKyrMeizA3XVe-,Sport,6.4 million plays,6400000,7 Jun 2023
Tricky Challenges: Mini Games,https://www.youtube.com/playables/Ugkx9WhCs6VHOkdJR6GkZpfUc8ipM4zqasLQ,Arcade,6.1 million plays,6100000,9 Jun 2026
Grab Crazy,https://www.youtube.com/playables/UgkxVinPsh0re1AFDKWkXAzvHgs5JWx7_UtJ,Arcade,6.1 million plays,6100000,2 Jun 2026
Stickman Warriors,https://www.youtube.com/playables/Ugkx2sNaOL6IJGWzDq_5vqqC_PdYxnIpKr_O,Action,6.1 million plays,6100000,2 Dec 2025
Pin the UFO,https://www.youtube.com/playables/Ugkxuzx2mGd-dwMxbUnxItW24dUwKwkwDTkL,Brain and puzzle,6.1 million plays,6100000,26 Nov 2024
Idle Restaurants,https://www.youtube.com/playables/UgkxSGzAGhudV_UETBagHlaIQOGSCFNmB6ZR,RPG and strategy,6.1 million plays,6100000,12 Dec 2023
Cup Heroes,https://www.youtube.com/playables/Ugkx7aylcjh4wWVofce6YcWXFTc5n9WdOvEU,RPG and strategy,6 million plays,6000000,9 Sept 2025
Dan The Man,https://www.youtube.com/playables/UgkxvC7ei6oebFdPg5U9xBV7ghnH2F4yH95x,Action,6 million plays,6000000,9 Dec 2025
Daily Solitaire,https://www.youtube.com/playables/Ugkx535wU-TyMgXfQJ25KsJZOtWDR9KcVeCh,Board and card,6 million plays,6000000,13 Aug 2024
Pocket Champions,https://www.youtube.com/playables/UgkxnDIbR1K0CiqEgJFWGNKq_2YlG8Au1Vxc,Sport,6 million plays,6000000,12 Dec 2023
Ladder Master,https://www.youtube.com/playables/Ugkx_XR1IAFUnCO7O9bNfLyyz9JkwLaLOTiD,Brain and puzzle,5.9 million plays,5900000,6 Jul 2026
Woodturning 3D,https://www.youtube.com/playables/UgkxRHPCPaQMWYKM3-5JBtPbjHmugrFqX5N9,Simulation,5.9 million plays,5900000,30 Dec 2025
Deadly Descent,https://www.youtube.com/playables/Ugkx9g1cMOPVbhcGPHklvVh8zcnyoYMcOnUi,Racing,5.8 million plays,5800000,17 Jul 2026
Single Line Drawing Puzzle,https://www.youtube.com/playables/UgkxumpKDYIpKkOuIQTo_ykdVFbF-I9-LmCB,Brain and puzzle,5.8 million plays,5800000,10 Apr 2026
Tall.io,https://www.youtube.com/playables/Ugkx-BuX80gkahaRZZlRswVoBXrYkyE2BT77,Arcade,5.8 million plays,5800000,17 Dec 2025
Makeover Stylist,https://www.youtube.com/playables/UgkxPKvegEhoTUEA2sDlFBROomoXqIKPrEGs,Simulation,5.7 million plays,5700000,24 Jul 2026
Perfect Tidy,https://www.youtube.com/playables/Ugkxa4jMAM2AZJwEIVge9WoskhSQ6PuwvXWg,Brain and puzzle,5.7 million plays,5700000,24 Feb 2026
Word Wipe,https://www.youtube.com/playables/Ugkxbre9EsQ4YoOidwVm990R03VuWyjX2Cw1,Trivia and word,5.7 million plays,5700000,8 Oct 2024
Cannon Balls 3D,https://www.youtube.com/playables/UgkxtJBl0ZoeInS-4l5yzLRPqToF7zHv4dhr,Arcade,5.7 million plays,5700000,18 Aug 2023
Endless Siege,https://www.youtube.com/playables/UgkxWp38CScpoU0eFEvImoVEgu5alAcIiogA,RPG and strategy,5.6 million plays,5600000,6 Mar 2024
Go Escape!,https://www.youtube.com/playables/UgkxHA3g0fIzP5fuRtL23jUt8XgVhwZlPmik,Arcade,5.4 million plays,5400000,20 May 2025
Fairyland Merge,https://www.youtube.com/playables/Ugkx7e4-_ftnMcfjKtTm1qsl-fjNNa0dwSr7,Simulation,5.2 million plays,5200000,24 Sept 2024
Clean House,https://www.youtube.com/playables/UgkxJF46PDIeYjaJa_dnBTC4HF80ruy9h2FN,Simulation,5.2 million plays,5200000,17 Feb 2026
Crazy Flying Car,https://www.youtube.com/playables/UgkxhWNUypbBTUR1TuGeo5vVQf7iZ7E5MsUy,Racing,5.1 million plays,5100000,1 Aug 2026
Relaxing Mini Games,https://www.youtube.com/playables/UgkxUkFODKJtXVhOLMxgO-2tVd3fwa3Jpui8,Arcade,5.1 million plays,5100000,17 Jul 2026
Road Chase: Shooter Realistic Guns,https://www.youtube.com/playables/UgkxS8YB8LPsBrGz0P9j4XKgiVoMC2xmzVwm,Action,5.1 million plays,5100000,8 Jun 2026
Donut Place,https://www.youtube.com/playables/Ugkxq_hWxvgrfjH0pVzIM3cVILOa4dVuH0C5,Simulation,5.1 million plays,5100000,24 Apr 2026
Moto X3M,https://www.youtube.com/playables/Ugkx5uDPU6WBPHDr9cBu2L1HGh5Ckw84kwSA,Racing,5 million plays,5000000,13 Jun 2026
Craft Valley,https://www.youtube.com/playables/Ugkxfr-mSrbjLU4RqyxNl1b2ssNir7S0w_Gp,Arcade,5 million plays,5000000,7 Apr 2026
Kings and Queens,https://www.youtube.com/playables/Ugkxfm_XwUsJosq5R3XLMup6JWTaDoXt5qGd,Board and card,5 million plays,5000000,29 Apr 2025
Chess Classic,https://www.youtube.com/playables/UgkxggiwgxQIFcmuCia130ZlskxLsXd8mTA3,Board and card,5 million plays,5000000,12 Dec 2023
Collect Em All!,https://www.youtube.com/playables/UgkxsqrPhe4p8MCzJrgzC4SMrdU-WvUP9QV8,Brain and puzzle,5 million plays,5000000,28 Nov 2023
Daily Crossword,https://www.youtube.com/playables/UgkxzLdK8NRUhAAcDeM7XKw-q9ePMo_tJ-Hp,Brain and puzzle,5 million plays,5000000,26 Jul 2023
Spinner Merge: Blitz,https://www.youtube.com/playables/UgkxWc3Pwae03Dkf3sEx9ORZrNvbBOBpn16B,Action,4.9 million plays,4900000,12 May 2026
2 Player Battle,https://www.youtube.com/playables/UgkxdEilYq5IUWe2gyREgYsFRAHuTGaHk_QD,Action,4.9 million plays,4900000,28 Apr 2026
Blocks Adventure Jungle Saga,https://www.youtube.com/playables/Ugkxq7n7O0m_mtQ_zjaFyI_IhlEDtFT7Shd9,Brain and puzzle,4.9 million plays,4900000,13 Jan 2026
Tricky Twist: Brain Puzzle,https://www.youtube.com/playables/UgkxV7zwMeZQ9EF3mNFZxAej2NJgUztEVgtW,Brain and puzzle,4.8 million plays,4800000,10 Aug 2026
Mystery Squishy Dumpling Blind Box,https://www.youtube.com/playables/Ugkx1YSyPltcGSwCOyuJ521w6MDyjqRaCnh2,Simulation,4.8 million plays,4800000,18 Jul 2026
Jump in Rhythm to the Hit! Cat Disco!,https://www.youtube.com/playables/UgkxxSQp5U0snEu4DLIPrzaY3t3sr8g16CMt,Music,4.8 million plays,4800000,13 Apr 2026
Onet Connect Classic,https://www.youtube.com/playables/Ugkx3V-HDvjUWsG5X2Xu1-yFzl25wdw3sOjr,Brain and puzzle,4.8 million plays,4800000,15 Aug 2023
99 Balls 3D,https://www.youtube.com/playables/UgkxPw0qfpc1rlkwbPLiF_eYy_lv7erWzlsN,Arcade,4.7 million plays,4700000,6 Feb 2024
Yoga Master — Flex Running,https://www.youtube.com/playables/UgkxXgL8JCJqxOAW1d-s6PWk-872fvXRusMN,Arcade,4.6 million plays,4600000,19 Jun 2026
3D Bowling,https://www.youtube.com/playables/Ugkxhiv8Y9r74rPZCYfabW2o0hicnoEK_kgX,Sport,4.6 million plays,4600000,13 May 2025
Pac-Man SuperFast,https://www.youtube.com/playables/Ugkxh6_qVyD8REm5RO9C3X1wEpFNk-o3E02t,Arcade,Man SuperFast – 4.6 million plays,4600000,22 Oct 2024
Seat Away,https://www.youtube.com/playables/UgkxtjPjSQTMjJkJZpm0zE5WOtxXX7W3dQgH,Brain and puzzle,4.4 million plays,4400000,3 Jun 2025
Ball Blast,https://www.youtube.com/playables/UgkxnAS9EVTaa5oTKIIc3gCduqQvLS7PxYbV,Arcade,4.4 million plays,4400000,20 Aug 2024
Cards of the Undead,https://www.youtube.com/playables/UgkxDkt7KoEwDEyNjnIyq-8oz8_DLlriStjB,RPG and strategy,4.4 million plays,4400000,30 Jan 2024
Battle Disc,https://www.youtube.com/playables/UgkxtkCaMIpAcB7kkArVsqUp2cCe9qKu_GK4,Arcade,4.3 million plays,4300000,9 Sept 2025
2048 Cubes,https://www.youtube.com/playables/Ugkx2GiNdAfGS9yymTiSBptscRdcrQ_CTcrp,Brain and puzzle,4.3 million plays,4300000,2 Dec 2025
Room Sort,https://www.youtube.com/playables/Ugkx-EeJ7qwRWOfsYV4bglM0qUD1FqDkadIb,Brain and puzzle,4.2 million plays,4200000,29 Apr 2025
Rider Lite,https://www.youtube.com/playables/Ugkxm5HxgUlE8E4geeF2lLFt7ylX-yUfuSlM,Arcade,4.1 million plays,4100000,30 Sept 2025
2048 Shooter: Number Match,https://www.youtube.com/playables/UgkxMDEBhqrIdArSdsvWNYRFauN2aQ53O-VH,Brain and puzzle,4.1 million plays,4100000,23 Apr 2026
Mahjongg Dimensions,https://www.youtube.com/playables/Ugkx-Dxm4UkuJ_VLOe5QOFVuY0ejlUhzFTKD,Trivia and word,4 million plays,4000000,5 Nov 2024
2048 Fusion,https://www.youtube.com/playables/UgkxhP1qCWVdu3k_pTzBJwtt5gqBXsnIbs6O,Board and card,4 million plays,4000000,20 Aug 2024
Dinosaur Shifting Run,https://www.youtube.com/playables/Ugkxtw3nagmgBBMcVivzaAwgGrrv2Et84G65,Brain and puzzle,3.9 million plays,3900000,22 Jun 2026
Merge Lagoon,https://www.youtube.com/playables/Ugkx1DwZeIcdHAKVFD4QHiAldS4PHlMY0D0H,Brain and puzzle,3.9 million plays,3900000,15 Jun 2026
Fashion Queen: Dress Up Game,https://www.youtube.com/playables/Ugkxp5RxM930F-IXQofuoAze0C2M9ncvZFZg,Simulation,3.9 million plays,3900000,2 Jun 2026
Merge Haven,https://www.youtube.com/playables/Ugkx22W967LEPIKU8ET-rC7lSs9NCo_Ok_GU,Simulation,3.9 million plays,3900000,28 Oct 2025
Golf Orbit - Oneshot,https://www.youtube.com/playables/UgkxGbKbevLHrabxsoETR8n1wZzsW9MJZIqq,Sport,Oneshot – 3.9 million plays,3900000,7 Oct 2025
Texas Hold'em Poker,https://www.youtube.com/playables/UgkxiVJP19-_42X7VwqXj5Rs6-bCQLXvXRNC,Board and card,3.9 million plays,3900000,15 Apr 2025
Bed Wars,https://www.youtube.com/playables/UgkxpKqWwJQqAhJbXQOr7uPn2OfDsb1HYbqB,Arcade,3.8 million plays,3800000,17 Feb 2026
Geometry Vibes 3D,https://www.youtube.com/playables/UgkxgRvSOEEqk6MnzwnlXxSAOlFfpCKCZJWv,Arcade,3.8 million plays,3800000,3 Feb 2026
Flames & Fortune,https://www.youtube.com/playables/Ugkxx-BYHg4_MLyHtp7khA8gbJ6HfoSNc0uh,Board and card,3.8 million plays,3800000,7 Jan 2025
Gym Stack,https://www.youtube.com/playables/Ugkxz_XgefyvEGG_X70WJUGuOcdCZyhAmvmQ,Brain and puzzle,3.8 million plays,3800000,17 Dec 2024
Pocket Battle Royale,https://www.youtube.com/playables/UgkxUWkNO5JdypVVA1xVMwYrdDNwfzMM5cZz,Action,3.8 million plays,3800000,6 Feb 2024
Northern Heights,https://www.youtube.com/playables/UgkxhUUpYndtiTolpGZWJ_qkpwQePIEhurnK,Arcade,3.8 million plays,3800000,7 Jun 2023
Airplane Manager,https://www.youtube.com/playables/Ugkxw8uOsynVnPO1ppKFGb0eWkn0pa_Z_u20,Simulation,3.7 million plays,3700000,24 Feb 2026
Stick War: Legacy,https://www.youtube.com/playables/UgkxPegm7cy77vudukoeB_CWCxJhSEOKBY7i,RPG and strategy,3.7 million plays,3700000,25 Nov 2025
Jetpack Joyride,https://www.youtube.com/playables/Ugkxfd8gK6BiqBMdomf3KZXFxUWmf1Fa9g8Z,Arcade,3.7 million plays,3700000,10 Dec 2024
Gas Station: Junkyard Tycoon,https://www.youtube.com/playables/Ugkxui96rFzsGTxFFa9xWIHxzEx4Y-0HnYw2,Simulation,3.6 million plays,3600000,29 Jul 2026
Craft and Battle,https://www.youtube.com/playables/UgkxUTJc5BZIrOboj60B3mjNUWDIqE7oi7x9,Action,3.6 million plays,3600000,21 Jul 2026
Meme Long Legs,https://www.youtube.com/playables/Ugkx7-83nlx6CDUE-xX7wSaywlucks101oTo,Arcade,3.5 million plays,3500000,17 Jun 2026
Word Search,https://www.youtube.com/playables/UgkxVvV3HeQj9fikKEQPmda-sTZGbLpFAg59,Trivia and word,3.5 million plays,3500000,17 Dec 2025
Twisted Tangle,https://www.youtube.com/playables/UgkxUUIK_HoGrpuVrwu5RTAohyHdolgNW1Vm,Brain and puzzle,3.5 million plays,3500000,24 Jun 2025
Merge Cakes,https://www.youtube.com/playables/UgkxHz3AXHR1bIrgMDRiYWKcLJAE9d0X5K_n,Simulation,3.5 million plays,3500000,28 Jan 2025
Ludo Club,https://www.youtube.com/playables/UgkxGzrXA-j0c0_5xDjuq4M6-WYvJmewiTXz,Multiplayer,3.5 million plays,3500000,
Wood Blocks Jam,https://www.youtube.com/playables/UgkxhVIK6VGkk7Ojb7ShKqiGmgaaXRKC7vc-,Brain and puzzle,3.4 million plays,3400000,25 Nov 2025
Bus Jam: Car Parking Games,https://www.youtube.com/playables/UgkxGcue2pdNt98fsuUzibhgWgtsySfq_ke_,Brain and puzzle,3.3 million plays,3300000,20 Jan 2026
Ragdoll Gun Shooter! Cannon Spinner Playground,https://www.youtube.com/playables/UgkxnMr_YThiiExhQVBKlkKFs-5Hq73FMo5d,Action,3.2 million plays,3200000,12 Aug 2026
The Flowers: Merge and Sell Bouquets,https://www.youtube.com/playables/UgkxJ8YC7Lg_U_iMu_nAXkmea4BRgYCeF95x,Brain and puzzle,3.2 million plays,3200000,3 Jun 2026
Wizard Puppy: Magic Sort,https://www.youtube.com/playables/UgkxnWsyeuS3fLY_WZa8zKV1dFKJDQUroCu4,Brain and puzzle,3.2 million plays,3200000,24 Feb 2026
Cross-Stitch Masters,https://www.youtube.com/playables/Ugkx5J2-3nPfA5Mgn8DjBbtrY6PN-5EGvinZ,Arcade,Stitch Masters – 3.2 million plays,3200000,10 Feb 2026
Bubble Tower 3D,https://www.youtube.com/playables/UgkxfDDQMWeDSuzNF8eyFzBfKbCcf8U-LNCS,Action,3.2 million plays,3200000,14 Jan 2025
Racing Limits,https://www.youtube.com/playables/UgkxWJo6jIMzrQqqG4pNFAwQxM5IqG4kWmRF,Racing,3.1 million plays,3100000,11 Aug 2026
Crazy Cart,https://www.youtube.com/playables/UgkxKEijHcHxZ5CDkDwsrOHCZ9hWJWUx2TU2,Racing,3.1 million plays,3100000,24 Jul 2026
NSR Street Car Racing,https://www.youtube.com/playables/Ugkx8InOPgcvl31nKK4P8iU6xT3HWMYewACX,Racing,3.1 million plays,3100000,15 Jun 2026
Unscrew Drop: Satisfying Puzzle,https://www.youtube.com/playables/Ugkx82Ses0Yud4zGswafekXp2MVcjxBv_Hdd,Brain and puzzle,3.1 million plays,3100000,16 Apr 2026
Bee Factory Lite,https://www.youtube.com/playables/UgkxI8bUqR7kDuaWLwPB1IF5zRVzGr22xAwa,Simulation,3.1 million plays,3100000,27 Aug 2025
Fill the Fridge!,https://www.youtube.com/playables/UgkxTKzH0FVxbKdonm9EuOU-oEUWzBCT3m5O,Brain and puzzle,3.1 million plays,3100000,27 Aug 2025
Hair Tattoo: Barber Shop Game,https://www.youtube.com/playables/Ugkxjuwjze_faepQ6StQHeUXvpQvqvElEZQK,Simulation,3 million plays,3000000,24 Jun 2026
2048.io Cubes,https://www.youtube.com/playables/UgkxfR5oYi8E2_YA1a2UWFBpUpt_B7bD_BpH,Action,3 million plays,3000000,2 Apr 2026
Castle Craft,https://www.youtube.com/playables/UgkxDaCbFlZ8qa_idEIldC1_rK8847pDd0fu,Simulation,3 million plays,3000000,23 Dec 2025
Gin Rummy,https://www.youtube.com/playables/UgkxCVbezWvZC9_zahVHoqGY5mmnLxHPVV7O,Board and card,3 million plays,3000000,4 Aug 2023
My Space Pet,https://www.youtube.com/playables/Ugkx3dP_7oSzhOvhc-g2P3z5OPo55Im63OeH,Simulation,3 million plays,3000000,7 Jun 2023
State.io - Online PvP,https://www.youtube.com/playables/UgkxNjUw1YFg0iKwAbc6R0T3ONb9D4rAl-3m,Multiplayer,Online PvP – 3 million plays,3000000,
Wonder Goal: Fun Football Kick,https://www.youtube.com/playables/UgkxKEqgBvk7ivkRE3cwbPLzhtKFkfhtN3pP,Sport,2.9 million plays,2900000,3 Jul 2026
Coloring by Numbers. Pixel House,https://www.youtube.com/playables/UgkxioqMZvvn8UVerjVkpJU0JyvXjGR9KsG4,Brain and puzzle,2.9 million plays,2900000,22 Oct 2025
Cake Sort: Color Puzzle Game,https://www.youtube.com/playables/UgkxLw3iH-BTCWSOxlDhNgrRswAkXcZIa8pb,Brain and puzzle,2.9 million plays,2900000,13 May 2025
Ludo Karts,https://www.youtube.com/playables/UgkxE-q22w5oWl5AVX83k_W9mm0ZBBEQAxV3,Board and card,2.9 million plays,2900000,12 Mar 2024
Crazy Caves,https://www.youtube.com/playables/UgkxwNjlSyEDGtKpOQAjA94Ck4LHXmF0qKCb,Arcade,2.9 million plays,2900000,16 Aug 2023
Merge Pirates,https://www.youtube.com/playables/Ugkx0f6kAG5TYHtcKtceb36RYt3ktJs23dyU,Brain and puzzle,2.9 million plays,2900000,1 Aug 2023
Merge Heroes,https://www.youtube.com/playables/UgkxDyVn-vpQ_a_zdREmvALXokbxh9ey9rTh,RPG and strategy,2.9 million plays,2900000,7 Jun 2023
World War Camp Company,https://www.youtube.com/playables/UgkxWtO-5Nt7M-rx6N-COObiKGRB2zlBUr1f,Action,2.8 million plays,2800000,11 Jun 2026
Tidy Coins 3D,https://www.youtube.com/playables/UgkxP0bGugMKLTPTbHIMdt6iuUI4QgKUDmek,Brain and puzzle,2.8 million plays,2800000,24 Mar 2026
Scavenger Hunt,https://www.youtube.com/playables/UgkxWnC-Js-ucEcHUBT_iNYVmNkOCs80aTB-,Brain and puzzle,2.8 million plays,2800000,17 Jun 2025
Mini Golf FRVR,https://www.youtube.com/playables/Ugkx2cXUFyi3QwaHzNRm_8O7Z_Sp-R0MUPdC,Multiplayer,2.8 million plays,2800000,
Car Vs Trains 3D,https://www.youtube.com/playables/Ugkx66Q3KP2REvmn7PrkH-03YofY3eJdqMu7,Racing,2.7 million plays,2700000,2 Apr 2026
Plug Head,https://www.youtube.com/playables/UgkxbsHNpBLzVuUzFkUN56n4p24uZt5TBPJn,Arcade,2.7 million plays,2700000,24 Mar 2026
Tidy Master®: Find Hidden Objects,https://www.youtube.com/playables/UgkxQDfHEoq3e4QsgcPOUbHKoFS1MKjHvFMI,Brain and puzzle,2.7 million plays,2700000,28 Oct 2025
Doge Rescue - Save The Dog,https://www.youtube.com/playables/UgkxuTtL0Gvdje4CPH1Ls38RVo4tKosoyuMh,Brain and puzzle,Save The Dog – 2.6 million plays,2600000,29 Jul 2026
Drive & Crash Sandbox,https://www.youtube.com/playables/UgkxdpdsIsuB2fuhOGQdZ8_nINMYqUw7JkUo,Racing,2.6 million plays,2600000,23 Jul 2026
Dogs vs Aliens,https://www.youtube.com/playables/UgkxhWV7oZ-HyHoVy05oSeLKKDmM7I1cSb-K,Action,2.5 million plays,2500000,30 Jun 2026
Idle Tower Builder: Babel Tower,https://www.youtube.com/playables/Ugkx05FxSg3sjs0eWaNHoFUqa2SBoJf1F4oi,Simulation,2.5 million plays,2500000,31 Mar 2026
Car Crash Test BMG,https://www.youtube.com/playables/Ugkx5kV7_bG9ShgcnISaVppURmsYxjD1lUfo,Simulation,2.4 million plays,2400000,6 Aug 2026
Survival Island 3D,https://www.youtube.com/playables/UgkxBpf7p6DuWrVah-IadvyGG2-p2t73Kosy,Simulation,2.4 million plays,2400000,13 Apr 2026
Word Search Explorer,https://www.youtube.com/playables/Ugkxr1e5drFHD3ncx0IFM8IbU6NBZ5kdXhAS,Trivia and word,2.4 million plays,2400000,25 Mar 2025
Polysphere: Art Puzzle Game,https://www.youtube.com/playables/Ugkxxq7YNquqSSnXq3apf6URu0zrJReBFDpB,Brain and puzzle,2.4 million plays,2400000,9 Jul 2024
Magic Cat Academy,https://www.youtube.com/playables/UgkxXYFhC4EXAVVe3iriSylT2ObmB8cuVnjT,Action,2.4 million plays,2400000,31 Oct 2023
Dessert Maker,https://www.youtube.com/playables/UgkxZR2bYi5Sx_fFmDgytMQ_bPzLf9oTBg2q,Simulation,2.3 million plays,2300000,22 Jul 2026
Cooking Rage,https://www.youtube.com/playables/Ugkx6fmLDLaYpHqFw8a7PAQXXXvOcozXjgmo,Simulation,2.3 million plays,2300000,5 May 2026
Bricks Breaker: Deluxe Crusher,https://www.youtube.com/playables/Ugkxq8NrEzJM25KUfe5swevE_DElHvTuo6ZZ,Arcade,2.3 million plays,2300000,2 Apr 2026
Find The Differences - Spot it,https://www.youtube.com/playables/UgkxEUozub4yVMwLy0r2HPobW__MPNM0pLTT,Brain and puzzle,Spot it – 2.3 million plays,2300000,23 Dec 2025
Bouncemasters,https://www.youtube.com/playables/UgkxSUcfCPPSO-h1TE0jTP3nacjZ8oHUipgL,Arcade,2.3 million plays,2300000,1 Jul 2025
Real Football,https://www.youtube.com/playables/Ugkx7v1VWZiEyGa9SIDBR2wtJuWaVGjkRDz8,Sport,2.3 million plays,2300000,5 Nov 2024
Moving Co.,https://www.youtube.com/playables/Ugkx7rYBRO3K4pCUgGe7qy9U0xNn7od5Ogf1,Arcade,2.3 million plays,2300000,22 Jun 2023
Tidy Up - Satisfeel ASMR,https://www.youtube.com/playables/Ugkx-nlOKlRoG87r_08TuJG20c6jZGuJDmlO,Brain and puzzle,Satisfeel ASMR – 2.2 million plays,2200000,5 Jul 2026
Hero VS Criminal,https://www.youtube.com/playables/UgkxA_FulW8VKg_-lDzV-EYnVrT1AqiSKxb0,Action,2.2 million plays,2200000,17 Jun 2026
3D Bolt Master™,https://www.youtube.com/playables/UgkxKkDr2NwwlmDtPym1nNVcamiNfokh5_wy,Brain and puzzle,2.2 million plays,2200000,23 Dec 2025
Bike Racing 3,https://www.youtube.com/playables/UgkxlQxAeTW4-IG5E1IdIjoHzDEpocSrM9m2,Racing,2.1 million plays,2100000,21 Jul 2026
Flip Master,https://www.youtube.com/playables/UgkxEq_E8JdCYJ3UlC7Dfs7zsYpEKpxFK-m8,Action,2.1 million plays,2100000,7 May 2026
Golf Adventures,https://www.youtube.com/playables/UgkxVhsSic0F1s8uRRg0kMgw186cq-AYxemG,Sport,2.1 million plays,2100000,20 Aug 2025
Divineko Lite,https://www.youtube.com/playables/UgkxXlArs9uxXkIAr1H71Q9MOgGZiHK9dB75,Arcade,2.1 million plays,2100000,12 Aug 2025
Merge Jewels,https://www.youtube.com/playables/UgkxpYa65s7-EDhr_JUjtXIBDn7DSce4NOZ-,Brain and puzzle,2.1 million plays,2100000,18 Feb 2025
Cube Tower,https://www.youtube.com/playables/Ugkx2frULoOS6xBh8D0dZY6G9vvn5ODEzXpw,RPG and strategy,2 million plays,2000000,28 Sept 2023
Ball Attack,https://www.youtube.com/playables/Ugkx2pqGCtBVj5rD-q1fNQ4yO0FzdbCxH_7y,Action,2 million plays,2000000,17 Sept 2025
Hide the Doge,https://www.youtube.com/playables/Ugkx4zSsfAIz6nHWiXhgg8e8bLawce3eSgev,Brain and puzzle,2 million plays,2000000,30 Jun 2026
Don't Fall in Lava,https://www.youtube.com/playables/UgkxkK4Ra9YtR_wOtI0qYt5c1pHHUTM6GmdR,Brain and puzzle,2 million plays,2000000,3 Jun 2026
Brainrot Merge Kingdom,https://www.youtube.com/playables/Ugkx0CbNHO_JbGio2W9BMpngpq0Voh9mCNNZ,Brain and puzzle,2 million plays,2000000,3 Mar 2026
Pocket Universe,https://www.youtube.com/playables/Ugkx6ZdLu6k6j0cwivrhF90dsySTf-_JQZ9G,RPG and strategy,2 million plays,2000000,18 Nov 2025
Pocket Love,https://www.youtube.com/playables/UgkxzFAyHOE2AfkFzHid1_GZcXE1x5o82aVW,Simulation,2 million plays,2000000,20 Aug 2025
BMG: Car Destruction,https://www.youtube.com/playables/Ugkx6gmM24ZwnRyZIMKL1XxqGaswkiHOfcz_,Racing,1.9 million plays,1900000,10 Aug 2026
Battle Hole,https://www.youtube.com/playables/Ugkx6cv4ECT9wp8zxpddfNbFM31Yv1JpxT6a,Simulation,1.9 million plays,1900000,9 Jun 2026
Maze Speedrun,https://www.youtube.com/playables/UgkxeaSuVoLGFRjV_rT890toRFRaawmGrmYp,Arcade,1.9 million plays,1900000,18 Mar 2025
Jewels Planet,https://www.youtube.com/playables/UgkxWFjPL7QK4ZTpxb948hkyFp3FYBWgyuUD,Brain and puzzle,1.9 million plays,1900000,5 Dec 2023
TrackMania Blitz,https://www.youtube.com/playables/Ugkxvw0WwpZFMCvtTGieLiKoVxBp1mlo0XXu,Arcade,1.8 million plays,1800000,17 Sept 2025
Words of Wonders: Guru,https://www.youtube.com/playables/Ugkxpz0Bcp4WK0ZLjhHhq2IrpxQmwmwB9md9,Trivia and word,1.8 million plays,1800000,10 May 2024
Cars Vs Trains Race Day By @uk4deegames,https://www.youtube.com/playables/UgkxmeRrYSF9R7F1MQ1CiGpbCw5Q2f5WHu8o,Racing,1.7 million plays,1700000,22 Jul 2026
Zombie Rage: Merge 3D,https://www.youtube.com/playables/UgkxYUPoEtRko6RVTmrNquv_gPkqot5KyKqe,Action,1.7 million plays,1700000,20 Jul 2026
Animals vs Zombies,https://www.youtube.com/playables/Ugkx8LEecH9UM2YQ8zP9tTSUBYceycqDRbn_,Simulation,1.7 million plays,1700000,6 May 2026
Clicker Heroes,https://www.youtube.com/playables/Ugkx8KC_F0lB_n69IRjyw3WeTxHqb4p-D8uA,RPG and strategy,1.7 million plays,1700000,25 Nov 2025
Crossmath - Math Puzzle Games,https://www.youtube.com/playables/UgkxbJ_1OPpSHNghE-fANfnLB_Mtd-UsbHse,Brain and puzzle,Math Puzzle Games – 1.7 million plays,1700000,7 Oct 2025
Rise Up: Balloon Game,https://www.youtube.com/playables/Ugkx6R-dKOnwtVN5dco_fW4ntiHGTlnRy9C7,Arcade,1.7 million plays,1700000,15 Jul 2025
Zoo Boom,https://www.youtube.com/playables/UgkxhWD6uplVlFU1z3h-k2JGoP-QFHYfAC2f,Brain and puzzle,1.7 million plays,1700000,11 Mar 2025
Block Puzzle Social,https://www.youtube.com/playables/UgkxBMi6nLD9vocexCtfz5YmGo1bh99hyzMR,Brain and puzzle,1.6 million plays,1600000,2 Jul 2026
FootChinko,https://www.youtube.com/playables/UgkxHBikoPw1z8txNU8EUp-u1eDBmvO-3WBH,Sport,1.6 million plays,1600000,25 Mar 2025
Count Control Legends,https://www.youtube.com/playables/UgkxOzCqYcuqt3FGPAJSEVMRRPk1EZHAL6mD,Action,1.5 million plays,1500000,16 Aug 2026
Hamster Escape,https://www.youtube.com/playables/UgkxdiU60GMSJl1s0FxhWtBxgBFgyGVei9d0,Brain and puzzle,1.5 million plays,1500000,19 Jun 2026
